Sing every hour Every hour til the power
Every minute Every minute of the Lord
Every second Every second comes
Sing each and every millisecond Down
We need you We need you sing til the power
We need you We need you of the Lord
We need you Comes
Oh we need you Down
Sing til the power of the Lord comes down
Sing til the power of the Lord comes down
Sing til the power of the Lord comes down Let everything that have breath praise God
Sing til the power of the Lord comes down Cause when we sing the glory of the Lord comes down down
Sing til the power of the Lord comes down Praising the Lord praise God in the sanctuary
Sing til the power of the Lord comes down For His mighty works and excellent grace and His mighty power yeah
Sing til the power of the Lord comes down Sing til the power of the Lord falls down
Sing til the power of the Lord comes down We are to sing til the power of the Lord comes down
Sing til the power of the Lord comes down Let us sing let us sing oh sing
Sing til the power of the Lord comes down Let us sing let us sing oh sing
Sing every hour Every hour til the power
Every minute Every minute of the Lord
Every second Every second comes
Sing each and every millisecond Down
We need you We need you sing til the power
We need you We need you of the Lord
We need you Comes
Oh we need you Down
Sing til the power of the Lord comes down Sing til the power of the Lord falls down
Sing til the power of the Lord comes down We are to sing til the power of the Lord comes down
Sing every hour Every hour til the power
Every minute Every minute of the Lord
Every second Every second comes
Sing each and every millisecond Down
We need you We need you sing til the power
We need you We need you of the Lord
We need you Comes
Oh we need you Down
God is King we the soldiers
Ultrabeam out the solar
When I get to Heavens gates
I ain’t gotta peek over
Keepin perfect composure
When I scream at the chauffeur
I aint mean I’m just focused
I aint mean Im just focused
Pour the lean out slower
Got us clean out of soda
Before the flood people judge
They did the same thing to Noah
Everybody wanted Yandhi
Then Jesus Christ did the laundry
They say the week start on Monday
But the strong start on Sunday
Wont be in bondage to any man
John 833
We the descendants of Abraham
Ye should be made free
John 836
To whom the son set free is free indeed
He saved a wretch like me
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah hallelujah hallelujah hallelujah
Hallelujah He is wonderful
If you woke then wake up
With Judas kiss and make up
Even with the bitter cup
Forgave my brothers and drank up
Did everything but gave up
Stab my back I cant front
Still we win we prayed up
Even when we die we raise up Hallelujah
Aint no wantin no we need it
The powers that be done been greedy
We need ours by this evening
No white flag or no treaty
We got the product we got the tools
We got the minds we got the youth
We goin wild we on the loose
People is lying we are the truth
Everything old shall now become new
The leaves’ll be green bearing the fruit
Love God and our neighbor as written in Luke
The army of God and we are the truth
Wah woo wah woo woo woo woo woo
Wah woo wah woo woo woo woo woo
Woo woo woo woo woo woo woo woo
Wah woo wah woo woo woo woo
Father I stretch
Stretch my hands to You
Lifelike this is what your life like try to live your life right
People really know you push your buttons like typewrite
This is like a movie but its really very lifelike
Every single night right every single fight right
I was looking at the Gram and I dont even like likes
I was screamin at my dad he told me It aint Christlike
I was screamin at the referee just like Mike
Lookin for a bright light Sigel what your life like
Riding on a white bike feeling like Excitebike Stretch my hands to You
Pressin on the gas supernova for a night light
Screamin at my dad and he told me It aint Christlike
But nobody never tell you when youre being like Christ
Only ever seein me only when they needin me
Like if Tyler Perry made a movie for BET
Searchin for a deity now you wanna see it free
Now you wanna see if we lets just see if three apiece
Tell me what your life like turn it down a bright light
Drivin with my dad and he told me It aint Christlike Stretch my hands to You
Im just tryna find lve been lookin for a new way
Im just really tryin not to really do the fool way
I dont have a cool way bein on my best though
Block em on the text though nothin else next though
Not another word letter picture or a decimal Father I stretch
Wrestlin with God I dont really want to wrestle
Man its really lifelike everything in my life Stretch my hands to You
Arguing with my dad and he said It aint Christlike
Man
You know its like
Somebody only close who can get you like off your
I be on my
I woke up this morning I said my prayers
Im all doing good I tried to talk to my dad Stretch my hands to You
Give him some advice he starts spazzin on me
I start spazzin back He said That aint Christlike
I said Ahhh
Closed on Sunday youre my ChickfilA
Closed on Sunday you my ChickfilA
Hold the selfies put the Gram away
Get your family yall hold hands and pray
When you got daughters always keep em safe
Watch out for vipers dont let them indoctrinate
Closed on Sunday you my ChickfilA
Youre my number one with the lemonade
Raise our sons train them in the faith
Through temptations make sure theyre wide awake
Follow Jesus listen and obey
No more livin for the culture we nobodys slave
Stand up for my home
Even if I take this walk alone
I bow down to the King upon the throne
My life is His Im no longer my own
I pray to God that Hell strengthen my hand
They will think twice steppin onto my land
I draw the line its written in the sand
Try me and you will see that I aint playin
Now back up off my family move your hands
I got my weapons in the spirits land
I Jezebel dont even stand a chance
Jezebel dont even stand a chance
ChickfilA
Yo Pierre yo Pierre
How you get so much favor on your side
Accept Him as your Lord and Saviour I replied
Thou shalt love thy neighbor not divide
Ima ride thats on God
His light shine the brightest in the dark
Single mothers know they got my heart
And all my brothers locked up on the yard
You can still be anything you wanna be
Went from one in four to one in three
Thirteenth amendment gotta end it thats on me
He the new commander and the chief
Thats on Keef thats on God
Before the ranch I had horses in the garage
When the Forbes cover was just a mirage
They had me chasin statues thats on pride
Oh my God Bust said thats on Tribe
When I thought the Book of Job was a job
The Devil had my soul I cant lie
Life gon have some lows and some highs
Before the Grammys ever gave a nod
I wore my heart on my sleeve I couldnt hide
In 03 they told me not to drive
I bleached my hair for every time I couldve died
But I survived thats on God
Ive been tellin yall since 05
The greatest artist restin or alive
Thats on LA Reid thats on Clive
Thats no Jive thats on God
Off the 350s He supplied
The IRS want they fifty plus our tithe
Man thats over half of the pie
I felt dry thats on God
Thats why I charge the prices that I charge
I cant be out here dancin with the stars
No I cannot let my family starve
I go hard thats on God
Yo Pierre you wanna come out here
Okay okay okay okay
We began after the storm inside
Lay the land Ah its just the morning light Woo woo
Woo woo oh yeah
Wooooh oohooh
Switch your⁠ switch your attitude
Go head level up yourself
This that different latitude
Oohooh oohooh
Life too short go spoil yourself
Feel that feel enjoy yourself cause
We have everything we need Oohooh oohooh oh
We have everything we need Oohooh oohooh oh oh
We have everything we need Oohooh oohooh oh
We have everything we need Oohooh oohooh oh woah
We have everything we need
We began after the storm inside
Lay the land Ah its just the morning light Oh yeah
Switch my switch my attitude
Im so Im so radical
All these people mad at dude
This for who it matter to
What if Eve made apple juice
You gon do what Adam do
Or say Baby lets put this back on the tree cause
We have everything we need Oohooh oohooh oh
We have everything we need Oohooh oohooh oh oh
We have everything we need Oohooh oohooh oh
We have everything we need Oohooh oohooh oh woah
We have everything we need
We began after the storm inside
Lay the land Ah its just the morning light
Well right
So so well
Well right
So so
High as the sun come out
Plannin
Bootin
Plannin
Movin
Plannin
Tubin there
Well well
Clean us like the rain in spring
Take the chlorine out our conversation
Let Your light reflect on me
I promise Im not hiding anything
Its water
We are water
Pure as water
Like a newborn daughter
The storm may come
But well get through it because of Your love
Either way we crash like water
Your loves water
Pure as water
We are water
Jesus flow through us
Jesus heal the bruises
Jesus clean the music
Jesus please use us
Jesus please help
Jesus please heal
Jesus please forgive
Jesus please reveal
Jesus give us strength
Jesus make us well
Jesus help us live
Jesus give us wealth
Jesus is our safe
Jesus is our rock
Jesus give us grace
Jesus keep us safe
Clean us like the rain in spring
Take the chlorine out our conversation
Let Your light reflect on me
I promise Im not hiding anything
Its water
We are water
Pure as water
Like a newborn daughter
God is
My light in darkness oh
God God is
He He is my all and all And Ill never turn back
God is
Everything that hath breath praise the Lord
Worship Christ with the best of your portions
I know I wont forget all Hes done
Hes the strength in this race that I run
Every time I look up I see Gods faithfulness
And it shows just how much He is miraculous
I cant keep it to myself I cant sit here and be still
Everybody I will tell til the whole world is healed
King of Kings Lord of Lords all the things He has in store
From the rich to the poor all are welcome through the door
You wont ever be the same when you call on Jesus name
Listen to the words Im sayin Jesus saved me now Im sane
And I know I know God is the force that picked me up
I know Christ is the fountain that filled my cup
I know God is alive yeah
He has opened up my vision
Giving me a revelation
This aint bout a dead religion
Jesus brought a revolution
All the captives are forgiven
Time to break down all the prisons
Every man every woman
There is freedom from addiction
Jesus You have my soul
Sunday Service on a roll
All my idols let em go
All the demons let em know
This a mission not a show
This is my eternal soul
This my kids this the crib
This my wife this my life
This my Godgiven right
Thank You Jesus won the fight
Thats what God is
Thats what God is
Thats what God is
Hand em
Hands up high hands on hands on
Hands on hands up
In your face the reason
Hands on yeah hands on
Cut out all the lights He the light
Got pulled over see the brights
What you doin on the street at night
Wonder if theyre gonna read your rights
Thirteenth Amendment three strikes
Made a left when I shouldve made a right
Told God last time on life
Told the devil that Im going on a strike
Told the devil when I see him on sight
Ive been working for you my whole life
Told the devil that Im going on a strike
Ive been working for you my whole life
Nothing worse than a hypocrite
Change he aint really different
He aint even try to get permission
Ask for advice and they dissed him
Said Im finna do a gospel album
What have you been hearin from the Christians
Theyll be the first one to judge me
Make it feel like nobody love me
Theyll be the first one to judge me
Feelin like nobody love me
Told people God was my mission
What have you been hearin from the Christians
Theyll be the first one to judge me
Make it feel like nobody love me
Make you feel alone in the dark and youll never see the light
Man youre never seein home and you never see the domes
I can feel it when I write point of livin in the right
If they only see the wrongs never listen to the songs
Just to listen is a fight but you booked me for the fight
Its so hard to get along if they only see the slight
From the love of religion
What have you been hearin from the Christians
Theyll be the first one to judge me
Make it seem like nobody love me
Im not tryna lead you to Visas
But if I try to lead you to Jesus
We get called halfway believers
Only halfway read Ephesians
Only if they knew what I knew uh
I was never new til I knew of
True and living God Yeshua
The true and living God
Somebody pray for me
Hand em
Hands up high hands on hands on
Hands on hands up
In your face the reason
Hands on yeah hands on
I deserve all the criticism you got
If thats all the love you have thats all you got
To sing of change you think Im joking
To praise His name you ask what Im smoking
Yes I understand your reluctancy yeah
But I have a request you see
Dont throw me up lay your hands on me
Please pray for me
Hold myself on death
Hold it down all fallen down
Somebody pray for me
Hand em
Hands up high hands on hands on
Hands on hands up
In your face the reason
Hands on yeah hands on
Oh oh oh oh oh oh
Oh oh oh ohoh oh oh
Oh oh oh oh oh oh
Oh oh oh ohoh oh oh
Use this gospel for protection
Its a hard road to Heaven
We call on Your blessings
In the Father we put our faith
King of the kingdom
Our demons are tremblin
Holy angels defendin
In the Father we put our faith
Oh oh oh oh oh oh
Oh oh oh ohoh oh oh
How could He not be the greatest
In my bed under covers when undercovers had raided
My presence is happy belated
Fashionably late Im just glad that you made it
The best is yet to come Im just glad that you waited
They all say they real til its time to appraise it
I seen them come and go you only the latest
But who am I to judge Im crooked as Vegas
Use this gospel for protection
Its a hard road to Heaven
We call on Your blessings
In the Father we put our faith
King of the kingdom
